From	To
Q9NZC3	ENSG00000006007.13
Q9NZC9	ENSG00000138375.15
Q9NZD8	ENSG00000090487.12
Q9NZI8	ENSG00000159217.11
Q9NZJ0	ENSG00000143476.19
Q9NZJ4	ENSG00000151835.17
Q9NZJ5	ENSG00000172071.15
Q9NZJ7	ENSG00000137409.22
Q9NZK5	ENSG00000093072.20
Q9NZL9	ENSG00000038274.19
Q9NZM3	ENSG00000198399.17
Q9NZM5	ENSG00000105373.20
Q9NZN4	ENSG00000024422.13
Q9NZN8	ENSG00000111596.15
Q9NZS9	ENSG00000103429.12
Q9NZS9	ENSG00000275618.2
Q9NZV5	ENSG00000162430.18
Q9P015	ENSG00000137547.10
Q9P016	ENSG00000151500.16
Q9P055	ENSG00000050130.19
Q9P0J0	ENSG00000186010.20
Q9P0K1	ENSG00000008277.16
Q9P0K7	ENSG00000039560.15
Q9P0L0	ENSG00000101558.15
Q9P0M6	ENSG00000099284.15
Q9P0R6	ENSG00000100744.16
Q9P0S3	ENSG00000128699.16
Q9P0T7	ENSG00000116857.18
Q9P0U3	ENSG00000079387.16
Q9P0V3	ENSG00000130147.17
Q9P0W2	ENSG00000064961.20
Q9P0Z9	ENSG00000179761.13
Q9P1F3	ENSG00000146386.9
Q9P1Q0	ENSG00000143952.21
Q9P1Y6	ENSG00000070047.14
Q9P1Y6	ENSG00000274780.2
Q9P1Z2	ENSG00000012822.17
Q9P203	ENSG00000011114.16
Q9P203	ENSG00000277222.4
Q9P209	ENSG00000112877.9
Q9P212	ENSG00000138193.18
Q9P215	ENSG00000143157.13
Q9P217	ENSG00000162415.8
Q9P219	ENSG00000015133.20
Q9P241	ENSG00000145246.15
Q9P246	ENSG00000109689.20
Q9P253	ENSG00000104142.12
Q9P260	ENSG00000134444.16
Q9P265	ENSG00000066084.14
Q9P273	ENSG00000218336.10
Q9P275	ENSG00000055483.21
Q9P289	ENSG00000134602.17
Q9P2A4	ENSG00000108798.10
Q9P2B7	ENSG00000164323.16
Q9P2D0	ENSG00000005700.16
Q9P2D0	ENSG00000283068.2
Q9P2D1	ENSG00000171316.15
Q9P2D3	ENSG00000008869.13
Q9P2E3	ENSG00000124201.15
Q9P2E5	ENSG00000033100.17
Q9P2E9	ENSG00000125844.18
Q9P2G1	ENSG00000001629.11
Q9P2G9	ENSG00000145332.15
Q9P2H5	ENSG00000118369.14
Q9P2I0	ENSG00000165934.14
Q9P2J3	ENSG00000198642.8
Q9P2J5	ENSG00000133706.21
Q9P2K2	ENSG00000087301.11
Q9P2K6	ENSG00000087448.12
Q9P2K8	ENSG00000128829.13
Q9P2L0	ENSG00000118965.17
Q9P2M4	ENSG00000132405.20
Q9P2N5	ENSG00000091009.9
Q9P2N7	ENSG00000003096.16
Q9P2P1	ENSG00000205978.7
Q9P2P5	ENSG00000138411.14
Q9P2Q2	ENSG00000151474.23
Q9P2R7	ENSG00000136143.17
Q9P2S5	ENSG00000116213.17
Q9P2X0	ENSG00000179085.9
Q9P2Y5	ENSG00000198382.10
Q9UBB4	ENSG00000130638.18
Q9UBB6	ENSG00000020129.17
Q9UBB9	ENSG00000100109.18
Q9UBC2	ENSG00000127527.16
Q9UBD5	ENSG00000135336.18
Q9UBE0	ENSG00000142230.14
Q9UBE8	ENSG00000087095.14
Q9UBF1	ENSG00000046774.10
Q9UBF2	ENSG00000158623.14
Q9UBF8	ENSG00000143393.18
Q9UBG0	ENSG00000011028.14
Q9UBH6	ENSG00000143324.15
Q9UBI1	ENSG00000148444.17
Q9UBI4	ENSG00000067221.15
Q9UBK9	ENSG00000126756.13
Q9UBL3	ENSG00000129691.17
Q9UBM7	ENSG00000172893.19
Q9UBN7	ENSG00000094631.23
Q9UBP0	ENSG00000021574.16
Q9UBQ0	ENSG00000111237.19
Q9UBQ5	ENSG00000178982.11
Q9UBQ5	ENSG00000282986.2
Q9UBQ6	ENSG00000162694.15
Q9UBQ7	ENSG00000137106.19
Q9UBR2	ENSG00000101160.16
Q9UBS4	ENSG00000090520.13
Q9UBT2	ENSG00000126261.13
Q9UBT6	ENSG00000122008.17
Q9UBT7	ENSG00000119326.16
Q9UBU7	ENSG00000006634.9
Q9UBU8	ENSG00000185787.17
Q9UBV2	ENSG00000071537.15
Q9UBW7	ENSG00000121741.18
Q9UBZ4	ENSG00000169188.6
Q9UBZ9	ENSG00000135945.11
Q9UDT6	ENSG00000106665.17
Q9UDV7	ENSG00000170265.13
Q9UDY2	ENSG00000119139.22
Q9UDY8	ENSG00000172175.17
Q9UEE5	ENSG00000164543.8
Q9UEF7	ENSG00000133116.8
Q9UET6	ENSG00000068438.16
Q9UEY8	ENSG00000148700.16
Q9UFC0	ENSG00000161036.14
Q9UFF9	ENSG00000155508.15
Q9UFH2	ENSG00000187775.17
Q9UG01	ENSG00000138002.17
Q9UG56	ENSG00000241878.13
Q9UG63	ENSG00000285292.1
Q9UG63	ENSG00000033050.10
Q9UGH3	ENSG00000089057.16
Q9UGI8	ENSG00000135269.19
Q9UGJ0	ENSG00000106617.17
Q9UGJ1	ENSG00000137822.14
Q9UGL1	ENSG00000117139.19
Q9UGP5	ENSG00000166169.18
Q9UGP8	ENSG00000025796.15
Q9UGQ3	ENSG00000160326.15
Q9UGQ3	ENSG00000281165.3
Q9UGU5	ENSG00000100281.15
Q9UGV2	ENSG00000101079.22
Q9UH65	ENSG00000133789.16
Q9UH92	ENSG00000108788.13
Q9UH99	ENSG00000100242.17
Q9UHB6	ENSG00000050405.15
Q9UHB7	ENSG00000072364.14
Q9UHB9	ENSG00000167881.16
Q9UHC7	ENSG00000133606.12
Q9UHD1	ENSG00000110172.13
Q9UHD1	ENSG00000285023.2
Q9UHD2	ENSG00000183735.12
Q9UHD8	ENSG00000184640.21
Q9UHD9	ENSG00000188021.9
Q9UHG3	ENSG00000116005.13
Q9UHH9	ENSG00000068745.16
Q9UHI6	ENSG00000064703.14
Q9UHI7	ENSG00000170482.18
Q9UHK0	ENSG00000083635.8
Q9UHK6	ENSG00000242110.10
Q9UHL9	ENSG00000006704.12
Q9UHP7	ENSG00000069493.15
Q9UHR5	ENSG00000161526.16
Q9UHV7	ENSG00000108510.11
Q9UHV9	ENSG00000143256.6
Q9UHW5	ENSG00000111231.10
Q9UHW9	ENSG00000140199.13
Q9UHX1	ENSG00000179950.16
Q9UHY1	ENSG00000115216.15
Q9UI08	ENSG00000196405.14
Q9UI10	ENSG00000115211.18
Q9UI12	ENSG00000047249.19
Q9UI14	ENSG00000105404.12
Q9UI26	ENSG00000086200.18
Q9UI30	ENSG00000173113.9
Q9UI95	ENSG00000116670.18
Q9UIA9	ENSG00000130227.18
Q9UIC8	ENSG00000205629.13
Q9UID3	ENSG00000149823.11
Q9UIF7	ENSG00000132781.23
Q9UIF8	ENSG00000123636.21
Q9UIF9	ENSG00000076108.13
Q9UIG0	ENSG00000009954.11
Q9UII2	ENSG00000130770.19
Q9UII2	ENSG00000285390.2
Q9UII4	ENSG00000138646.10
Q9UII5	ENSG00000196247.14
Q9UIK4	ENSG00000035664.12
Q9UIL1	ENSG00000153130.19
Q9UIQ6	ENSG00000113441.17
Q9UIW2	ENSG00000114554.12
Q9UJ14	ENSG00000131067.18
Q9UJ41	ENSG00000154710.19
Q9UJA2	ENSG00000088766.13
Q9UJA3	ENSG00000125885.14
Q9UJA5	ENSG00000089195.16
Q9UJF2	ENSG00000075391.19
Q9UJM3	ENSG00000116285.14
Q9UJP4	ENSG00000162413.17
Q9UJT0	ENSG00000074935.15
Q9UJV9	ENSG00000183258.13
Q9UJX2	ENSG00000094880.12
Q9UJX3	ENSG00000196510.15
Q9UJX4	ENSG00000089053.14
Q9UJX5	ENSG00000053900.12
Q9UJX6	ENSG00000176248.10
Q9UJY4	ENSG00000103365.17
Q9UJY5	ENSG00000100083.21
Q9UJZ1	ENSG00000165283.17
Q9UK45	ENSG00000130332.16
Q9UK58	ENSG00000163660.13
Q9UK61	ENSG00000163946.15
Q9UK73	ENSG00000169018.6
Q9UK76	ENSG00000189159.17
Q9UK97	ENSG00000112146.17
Q9UKA1	ENSG00000118564.16
Q9UKA4	ENSG00000023516.10
Q9UKA9	ENSG00000117569.21
Q9UKD1	ENSG00000101216.12
Q9UKD2	ENSG00000053372.6
Q9UKF6	ENSG00000119203.15
Q9UKG1	ENSG00000157500.13
Q9UKG9	ENSG00000005469.13
Q9UKI2	ENSG00000163171.9
Q9UKI8	ENSG00000198586.15
Q9UKJ3	ENSG00000186566.14
Q9UKK3	ENSG00000102699.7
Q9UKK9	ENSG00000165609.15
Q9UKL3	ENSG00000288475.5
Q9UKN5	ENSG00000110851.13
Q9UKN8	ENSG00000125484.13
Q9UKT5	ENSG00000151876.14
Q9UKT7	ENSG00000005812.12
Q9UKV0	ENSG00000048052.26
Q9UKV3	ENSG00000100813.16
Q9UKV5	ENSG00000159461.16
Q9UKX5	ENSG00000137809.18
Q9UKX7	ENSG00000093000.20
Q9UKY1	ENSG00000165156.16
Q9UKZ1	ENSG00000158435.9
Q9UL01	ENSG00000111817.20
Q9UL03	ENSG00000102786.16
Q9UL17	ENSG00000073861.4
Q9UL45	ENSG00000104164.12
Q9UL54	ENSG00000149930.19
Q9UL63	ENSG00000128585.19
Q9ULC4	ENSG00000232119.9
Q9ULC5	ENSG00000197142.12
Q9ULD5	ENSG00000196453.9
Q9ULG6	ENSG00000260916.9
Q9ULH0	ENSG00000134313.18
Q9ULH1	ENSG00000153317.16
Q9ULH7	ENSG00000186260.18
Q9ULI0	ENSG00000119778.16
Q9ULI3	ENSG00000173706.15
Q9ULJ1	ENSG00000122417.17
Q9ULJ3	ENSG00000173276.15
Q9ULJ6	ENSG00000108175.20
Q9ULJ8	ENSG00000158528.13
Q9ULK4	ENSG00000112282.19
Q9ULL1	ENSG00000120278.18
Q9ULL5	ENSG00000126464.15
Q9ULM3	ENSG00000163872.17
Q9ULM6	ENSG00000113300.14
Q9ULP9	ENSG00000162065.16
Q9ULQ1	ENSG00000186815.14
Q9ULT0	ENSG00000068724.19
Q9ULT8	ENSG00000092148.15
Q9ULU4	ENSG00000101040.21
Q9ULV0	ENSG00000167306.22
Q9ULV3	ENSG00000148337.23
Q9ULV4	ENSG00000110880.12
Q9ULW0	ENSG00000088325.17
Q9ULX3	ENSG00000141101.14
Q9ULX6	ENSG00000011243.20
Q9UM11	ENSG00000105325.16
Q9UM54	ENSG00000196586.18
Q9UM82	ENSG00000158480.12
Q9UMS4	ENSG00000110107.10
Q9UMS5	ENSG00000116793.17
Q9UMS6	ENSG00000172403.11
Q9UMW8	ENSG00000184979.13
Q9UMX0	ENSG00000135018.15
Q9UMX1	ENSG00000107882.13
Q9UMX5	ENSG00000117691.11
Q9UMZ2	ENSG00000274047.4
Q9UMZ2	ENSG00000275066.6
Q9UN19	ENSG00000070190.14
Q9UN37	ENSG00000132612.18
Q9UN70	ENSG00000240184.7
Q9UN86	ENSG00000138757.16
Q9UNF0	ENSG00000100266.20
Q9UNF1	ENSG00000102316.18
Q9UNL2	ENSG00000114850.8
Q9UNM6	ENSG00000185627.20
Q9UNN5	ENSG00000185104.22
Q9UNQ2	ENSG00000086189.12
Q9UNS1	ENSG00000111602.13
Q9UNT1	ENSG00000079974.20
Q9UNX4	ENSG00000065183.17
Q9UNY4	ENSG00000116830.13
Q9UNZ2	ENSG00000088833.19
Q9UP52	ENSG00000106327.14
Q9UP83	ENSG00000164597.16
Q9UP95	ENSG00000124067.18
Q9UPM8	ENSG00000081014.12
Q9UPN3	ENSG00000127603.32
Q9UPN6	ENSG00000213079.11
Q9UPN7	ENSG00000105063.20
Q9UPN9	ENSG00000197323.13
Q9UPP1	ENSG00000172943.22
Q9UPQ4	ENSG00000104228.14
Q9UPQ9	ENSG00000100354.23
Q9UPR0	ENSG00000154822.19
Q9UPR0	ENSG00000284017.2
Q9UPT5	ENSG00000182473.23
Q9UPT9	ENSG00000124422.13
Q9UPU5	ENSG00000162402.16
Q9UPU7	ENSG00000167202.13
Q9UPV0	ENSG00000110274.17
Q9UPW0	ENSG00000198815.10
Q9UPW5	ENSG00000135049.17
Q9UPW6	ENSG00000119042.19
Q9UPY3	ENSG00000100697.18
Q9UPY5	ENSG00000151012.13
Q9UPY6	ENSG00000132970.15
Q9UPZ3	ENSG00000110756.19
Q9UPZ3	ENSG00000288445.2
Q9UQ05	ENSG00000089558.9
Q9UQ13	ENSG00000108061.14
Q9UQ35	ENSG00000167978.19
Q9UQ53	ENSG00000161013.18
Q9UQ53	ENSG00000284501.2
Q9UQ80	ENSG00000170515.15
Q9UQ84	ENSG00000174371.18
Q9UQ88	ENSG00000008128.24
Q9UQE7	ENSG00000108055.12
Q9UQL6	ENSG00000108840.18
Q9UQR1	ENSG00000163848.22
Q9UQV4	ENSG00000078081.9
Q9Y217	ENSG00000139505.14
Q9Y221	ENSG00000132603.16
Q9Y228	ENSG00000009790.16
Q9Y230	ENSG00000183207.16
Q9Y234	ENSG00000144182.18
Q9Y236	ENSG00000164823.12
Q9Y240	ENSG00000105472.15
Q9Y244	ENSG00000132963.10
Q9Y255	ENSG00000169230.11
Q9Y257	ENSG00000099337.6
Q9Y262	ENSG00000100129.18
Q9Y263	ENSG00000137055.16
Q9Y265	ENSG00000175792.13
Q9Y266	ENSG00000090273.15
Q9Y276	ENSG00000074582.16
Q9Y282	ENSG00000125991.22
Q9Y283	ENSG00000119509.14
Q9Y285	ENSG00000179115.12
Q9Y291	ENSG00000090263.17
Q9Y296	ENSG00000196655.13
Q9Y296	ENSG00000280495.5
Q9Y2A7	ENSG00000061676.17
Q9Y2C9	ENSG00000174130.14
Q9Y2D2	ENSG00000117620.16
Q9Y2D4	ENSG00000144036.17
Q9Y2D5	ENSG00000157654.20
Q9Y2D8	ENSG00000117155.18
Q9Y2E5	ENSG00000013288.10
Q9Y2E8	ENSG00000197818.13
Q9Y2F5	ENSG00000164151.12
Q9Y2G2	ENSG00000105483.19
Q9Y2G3	ENSG00000058063.18
Q9Y2G5	ENSG00000186866.18
Q9Y2G8	ENSG00000116138.14
Q9Y2H1	ENSG00000211455.9
Q9Y2H2	ENSG00000198825.16
Q9Y2H6	ENSG00000102531.17
Q9Y2I1	ENSG00000010322.17
Q9Y2I6	ENSG00000101004.17
Q9Y2I7	ENSG00000115020.18
Q9Y2J4	ENSG00000114019.16
Q9Y2K2	ENSG00000160584.18
Q9Y2K7	ENSG00000173120.16
Q9Y2L1	ENSG00000083520.16
Q9Y2L5	ENSG00000153339.16
Q9Y2M5	ENSG00000076321.12
Q9Y2P8	ENSG00000120158.12
Q9Y2Q0	ENSG00000124406.18
Q9Y2Q5	ENSG00000116586.13
Q9Y2R0	ENSG00000183978.8
Q9Y2R2	ENSG00000134242.17
Q9Y2R4	ENSG00000277594.2
Q9Y2R4	ENSG00000278053.6
Q9Y2R5	ENSG00000239789.7
Q9Y2S2	ENSG00000165475.16
Q9Y2S7	ENSG00000004142.13
Q9Y2T2	ENSG00000185009.14
Q9Y2T6	ENSG00000135898.11
Q9Y2U8	ENSG00000174106.4
Q9Y2V0	ENSG00000186073.15
Q9Y2V7	ENSG00000133103.19
Q9Y2W1	ENSG00000054118.16
Q9Y2X0	ENSG00000175221.17
Q9Y2X3	ENSG00000055044.12
Q9Y2X9	ENSG00000162702.9
Q9Y2Z2	ENSG00000135297.18
Q9Y2Z4	ENSG00000139131.14
Q9Y305	ENSG00000123130.18
Q9Y312	ENSG00000131043.14
Q9Y314	ENSG00000142546.15
Q9Y315	ENSG00000023697.14
Q9Y320	ENSG00000213593.12
Q9Y333	ENSG00000204392.12
Q9Y333	ENSG00000172850.11
Q9Y333	ENSG00000231502.6
Q9Y333	ENSG00000224979.6
Q9Y333	ENSG00000225998.6
Q9Y333	ENSG00000236826.7
Q9Y376	ENSG00000135932.13
Q9Y383	ENSG00000146963.19
Q9Y385	ENSG00000198833.8
Q9Y394	ENSG00000100612.15
Q9Y3A2	ENSG00000183520.13
Q9Y3B2	ENSG00000171311.14
Q9Y3B6	ENSG00000100908.15
Q9Y3B6	ENSG00000285377.2
Q9Y3B7	ENSG00000174547.14
Q9Y3C0	ENSG00000120860.12
Q9Y3C1	ENSG00000048162.23
Q9Y3C4	ENSG00000144034.17
Q9Y3C4	ENSG00000291480.1
Q9Y3D0	ENSG00000166595.12
Q9Y3D6	ENSG00000214253.10
Q9Y3E7	ENSG00000115561.17
Q9Y3E7	ENSG00000249884.8
Q9Y3I0	ENSG00000100220.13
Q9Y3I1	ENSG00000100225.19
Q9Y3L3	ENSG00000100092.25
Q9Y3M8	ENSG00000133121.22
Q9Y3P9	ENSG00000011454.19
Q9Y3Q3	ENSG00000166557.15
Q9Y3R0	ENSG00000155974.15
Q9Y3R5	ENSG00000142197.14
Q9Y3S1	ENSG00000165238.18
Q9Y3T9	ENSG00000188976.12
Q9Y3U8	ENSG00000130255.14
Q9Y3X0	ENSG00000105321.15
Q9Y3Z3	ENSG00000101347.12
Q9Y421	ENSG00000105058.13
Q9Y448	ENSG00000128944.14
Q9Y450	ENSG00000112339.16
Q9Y483	ENSG00000143033.19
Q9Y485	ENSG00000172869.16
Q9Y487	ENSG00000185344.16
Q9Y490	ENSG00000137076.23
Q9Y4A5	ENSG00000196367.15
Q9Y4A8	ENSG00000050344.10
Q9Y4B6	ENSG00000145041.18
Q9Y4C1	ENSG00000115548.18
Q9Y4C2	ENSG00000198420.11
Q9Y4C8	ENSG00000122965.12
Q9Y4E5	ENSG00000112200.18
Q9Y4E6	ENSG00000091157.15
Q9Y4E8	ENSG00000135655.17
Q9Y4F4	ENSG00000198718.14
Q9Y4F9	ENSG00000111913.21
Q9Y4G2	ENSG00000225190.13
Q9Y4G2	ENSG00000277111.3
Q9Y4G2	ENSG00000276358.2
Q9Y4G6	ENSG00000171914.18
Q9Y4I1	ENSG00000197535.16
Q9Y4K1	ENSG00000112297.18
Q9Y4K4	ENSG00000012983.13
Q9Y4L1	ENSG00000149428.22
Q9Y4L1	ENSG00000280682.3
Q9Y4P1	ENSG00000168397.18
Q9Y4P3	ENSG00000106638.19
Q9Y4R8	ENSG00000100726.16
Q9Y4W2	ENSG00000001497.19
Q9Y4W6	ENSG00000141385.13
Q9Y4X5	ENSG00000166233.16
Q9Y512	ENSG00000100347.16
Q9Y520	ENSG00000117523.18
Q9Y546	ENSG00000116212.17
Q9Y547	ENSG00000081870.13
Q9Y548	ENSG00000058799.16
Q9Y573	ENSG00000197429.12
Q9Y575	ENSG00000115239.25
Q9Y597	ENSG00000136636.14
Q9Y5A7	ENSG00000013374.18
Q9Y5A9	ENSG00000198492.17
Q9Y5B0	ENSG00000060069.19
Q9Y5B9	ENSG00000092201.11
Q9Y5E7	ENSG00000112852.7
Q9Y5E7	ENSG00000291672.1
Q9Y5J1	ENSG00000011260.15
Q9Y5K5	ENSG00000116750.15
Q9Y5K6	ENSG00000198087.8
Q9Y5K8	ENSG00000100554.12
Q9Y5L0	ENSG00000064419.15
Q9Y5Q3	ENSG00000204103.4
Q9Y5Q8	ENSG00000148308.19
Q9Y5Q9	ENSG00000119041.12
Q9Y5R8	ENSG00000170043.13
Q9Y5S1	ENSG00000187688.15
Q9Y5S2	ENSG00000198752.12
Q9Y5T5	ENSG00000156256.16
Q9Y5T5	ENSG00000291527.1
Q9Y5U9	ENSG00000134049.7
Q9Y5U9	ENSG00000267228.7
Q9Y5V3	ENSG00000179222.19
Q9Y5W7	ENSG00000135317.15
Q9Y5W8	ENSG00000071189.22
Q9Y5W9	ENSG00000002919.16
Q9Y5X0	ENSG00000086300.18
Q9Y5X1	ENSG00000130340.18
Q9Y5X2	ENSG00000106266.12
Q9Y5Y0	ENSG00000162769.14
Q9Y5Y2	ENSG00000095906.18
Q9Y5Y5	ENSG00000121680.17
Q9Y5Z0	ENSG00000182240.17
Q9Y5Z9	ENSG00000120942.14
Q9Y603	ENSG00000010030.14
Q9Y608	ENSG00000093167.19
Q9Y613	ENSG00000135723.15
Q9Y616	ENSG00000090376.12
Q9Y617	ENSG00000135069.15
Q9Y618	ENSG00000196498.16
Q9Y620	ENSG00000197275.15
Q9Y639	ENSG00000156642.18
Q9Y653	ENSG00000205336.15
Q9Y673	ENSG00000120697.11
Q9Y675	ENSG00000273173.6
Q9Y675	ENSG00000214265.11
Q9Y676	ENSG00000204568.13
Q9Y676	ENSG00000203624.10
Q9Y676	ENSG00000223775.8
Q9Y676	ENSG00000229861.8
Q9Y676	ENSG00000233813.8
Q9Y676	ENSG00000226111.8
Q9Y676	ENSG00000227420.8
Q9Y678	ENSG00000181789.15
Q9Y679	ENSG00000115307.18
Q9Y696	ENSG00000169504.16
Q9Y6A1	ENSG00000130714.20
Q9Y6A5	ENSG00000013810.22
Q9Y6B6	ENSG00000152700.15
Q9Y6B7	ENSG00000134262.16
Q9Y6C9	ENSG00000109919.11
Q9Y6C9	ENSG00000285121.2
Q9Y6D5	ENSG00000124198.11
Q9Y6D6	ENSG00000066777.10
Q9Y6D9	ENSG00000002822.17
Q9Y6E2	ENSG00000136261.17
Q9Y6I4	ENSG00000140455.18
Q9Y6I7	ENSG00000109046.16
Q9Y6I8	ENSG00000101417.13
Q9Y6J0	ENSG00000099991.19
Q9Y6J8	ENSG00000127952.18
Q9Y6J9	ENSG00000162227.9
Q9Y6K9	ENSG00000269335.8
Q9Y6M1	ENSG00000073792.17
Q9Y6M7	ENSG00000033867.19
Q9Y6N5	ENSG00000137767.15
Q9Y6N7	ENSG00000169855.21
Q9Y6Q1	ENSG00000077274.10
Q9Y6Q5	ENSG00000129354.13
Q9Y6Q9	ENSG00000124151.20
Q9Y6R0	ENSG00000105245.10
Q9Y6R4	ENSG00000085511.21
Q9Y6V7	ENSG00000105671.13
Q9Y6W5	ENSG00000158195.12
Q9Y6W6	ENSG00000143507.19
Q9Y6X2	ENSG00000131788.17
Q9Y6X3	ENSG00000129933.22
Q9Y6X9	ENSG00000133422.15
Q9Y6Y0	ENSG00000116679.18
Q9Y6Y8	ENSG00000107651.16
